    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
      -1.943486076,     -0.7937853497,       1.255269544,       3.525868229,       1.658179323,       2.810307214
       -1.92668544,      -0.739297749,       1.231219874,       3.546210591,       1.637964861,       2.807661737
      -1.943523876,     -0.7938926388,       1.255244873,       3.525830405,       1.658162282,       2.810303062
      -1.926714013,     -0.7393693221,       1.231186827,        3.54618212,       1.637938733,       2.807656621
      -1.943561667,     -0.7939999163,        1.25522021,        3.52579259,       1.658145246,       2.810298912
      -1.926742579,      -0.739440882,       1.231153788,       3.546153657,       1.637912612,       2.807651508
       -1.94359945,     -0.7941071824,       1.255195553,       3.525754783,       1.658128214,       2.810294764
      -1.926771138,     -0.7395124286,       1.231120757,       3.546125202,       1.637886497,       2.807646397
      -1.943637225,     -0.7942144368,       1.255170903,       3.525716985,       1.658111188,       2.810290618
       -1.92679969,     -0.7395839619,       1.231087734,       3.546096753,       1.637860387,       2.807641288
      -1.943674991,     -0.7943216798,        1.25514626,       3.525679195,       1.658094166,       2.810286474
      -1.926828234,      -0.739655482,       1.231054718,       3.546068312,       1.637834284,       2.807636183
      -1.943712749,     -0.7944289112,       1.255121624,       3.525641413,       1.658077149,       2.810282333
      -1.926856772,     -0.7397269887,       1.231021711,       3.546039877,       1.637808186,       2.807631079
      -1.943750498,     -0.7945361311,       1.255096995,       3.525603641,       1.658060136,       2.810278193
      -1.926885302,     -0.7397984823,       1.230988711,        3.54601145,       1.637782094,       2.807625979
      -1.943788238,     -0.7946433394,       1.255072372,       3.525565876,       1.658043128,       2.810274055
      -1.926913825,     -0.7398699626,       1.230955719,        3.54598303,       1.637756008,        2.80762088
       -1.94382597,     -0.7947505361,       1.255047757,        3.52552812,       1.658026125,        2.81026992
      -1.926942342,     -0.7399414297,       1.230922735,       3.545954617,       1.637729929,       2.807615784
      -1.943863694,     -0.7948577212,       1.255023148,       3.525490373,       1.658009127,       2.810265787
       -1.92697085,     -0.7400128836,        1.23088976,       3.545926212,       1.637703855,       2.807610691
      -1.943901409,     -0.7949648948,       1.254998546,       3.525452634,       1.657992134,       2.810261655
      -1.926999352,     -0.7400843244,       1.230856791,       3.545897813,       1.637677787,         2.8076056
      -1.943939116,     -0.7950720568,       1.254973951,       3.525414903,       1.657975145,       2.810257526
      -1.927027847,     -0.7401557519,       1.230823831,       3.545869422,       1.637651724,       2.807600512
      -1.943976814,     -0.7951792072,       1.254949363,       3.525377181,       1.657958161,       2.810253399
      -1.927056334,     -0.7402271663,       1.230790879,       3.545841038,       1.637625668,       2.807595426
      -1.944014504,      -0.795286346,       1.254924782,       3.525339468,       1.657941181,       2.810249273
      -1.927084815,     -0.7402985676,       1.230757934,       3.545812661,       1.637599618,       2.807590342
      -1.944052185,     -0.7953934732,       1.254900207,       3.525301763,       1.657924206,        2.81024515
      -1.927113288,     -0.7403699557,       1.230724998,       3.545784291,       1.637573573,       2.807585261
      -1.944089857,     -0.7955005888,        1.25487564,       3.525264066,       1.657907236,       2.810241028
      -1.927141754,     -0.7404413307,       1.230692069,       3.545755929,       1.637547535,       2.807580182
      -1.944127522,     -0.7956076928,       1.254851079,       3.525226378,       1.657890271,       2.810236909
      -1.927170213,     -0.7405126926,       1.230659148,       3.545727574,       1.637521502,       2.807575105
      -1.944165177,     -0.7957147851,       1.254826525,       3.525188698,        1.65787331,       2.810232791
      -1.927198665,     -0.7405840414,       1.230626235,       3.545699225,       1.637495476,       2.807570031
      -1.944202825,     -0.7958218658,       1.254801978,       3.525151027,       1.657856355,       2.810228675
      -1.927227109,     -0.7406553771,        1.23059333,       3.545670884,       1.637469455,       2.807564959
      -1.944240463,     -0.7959289349,       1.254777438,       3.525113364,       1.657839403,       2.810224561
      -1.927255547,     -0.7407266998,       1.230560433,        3.54564255,        1.63744344,       2.807559889
      -1.944278094,     -0.7960359924,       1.254752905,        3.52507571,       1.657822457,       2.810220449
      -1.927283977,     -0.7407980094,       1.230527544,       3.545614224,       1.637417431,       2.807554821
      -1.944315715,     -0.7961430382,       1.254728378,       3.525038064,       1.657805515,       2.810216339
      -1.927312401,     -0.7408693059,       1.230494663,       3.545585904,       1.637391429,       2.807549756
      -1.944353329,     -0.7962500723,       1.254703859,       3.525000427,       1.657788578,        2.81021223
      -1.927340817,     -0.7409405895,       1.230461789,       3.545557592,       1.637365432,       2.807544693
      -1.944390934,     -0.7963570948,       1.254679346,       3.524962798,       1.657771646,       2.810208124
      -1.927369226,       -0.74101186,       1.230428923,       3.545529286,        1.63733944,       2.807539632
       -1.94442853,     -0.7964641057,        1.25465484,       3.524925177,       1.657754718,       2.810204019
      -1.927397628,     -0.7410831176,       1.230396066,       3.545500988,       1.637313455,       2.807534573
      -1.944466118,     -0.7965711048,       1.254630341,       3.524887566,       1.657737796,       2.810199915
      -1.927426022,     -0.7411543622,       1.230363216,       3.545472698,       1.637287476,       2.807529516
      -1.944503697,     -0.7966780923,       1.254605848,       3.524849962,       1.657720877,       2.810195814
       -1.92745441,     -0.7412255938,       1.230330374,       3.545444414,       1.637261503,       2.807524462
      -1.944541268,     -0.7967850681,       1.254581363,       3.524812367,       1.657703964,       2.810191714
       -1.92748279,     -0.7412968124,        1.23029754,       3.545416137,       1.637235536,       2.807519409
      -1.944578831,     -0.7968920323,       1.254556884,        3.52477478,       1.657687055,       2.810187615
      -1.927511164,     -0.7413680181,       1.230264713,       3.545387868,       1.637209574,       2.807514358
      -1.944616385,     -0.7969989847,       1.254532413,       3.524737202,       1.657670151,       2.810183518
       -1.92753953,     -0.7414392109,       1.230231895,       3.545359606,       1.637183619,        2.80750931
       -1.94465393,     -0.7971059255,       1.254507948,       3.524699633,       1.657653252,       2.810179423
      -1.927567889,     -0.7415103908,       1.230199084,       3.545331351,       1.637157669,       2.807504263
      -1.944691467,     -0.7972128546,        1.25448349,       3.524662071,       1.657636357,        2.81017533
      -1.927596241,     -0.7415815577,       1.230166282,       3.545303103,       1.637131725,       2.807499218
      -1.944728996,     -0.7973197719,       1.254459038,       3.524624519,       1.657619468,       2.810171237
      -1.927624586,     -0.7416527118,       1.230133487,       3.545274862,       1.637105788,       2.807494176
      -1.944766516,     -0.7974266776,       1.254434594,       3.524586974,       1.657602582,       2.810167147
      -1.927652923,      -0.741723853,         1.2301007,       3.545246628,       1.637079856,       2.807489135
      -1.944804027,     -0.7975335715,       1.254410156,       3.524549438,       1.657585702,       2.810163058
      -1.927681254,     -0.7417949814,       1.230067921,       3.545218402,        1.63705393,       2.807484096
      -1.944841531,     -0.7976404538,       1.254385726,       3.524511911,       1.657568826,        2.81015897
      -1.927709577,     -0.7418660969,        1.23003515,       3.545190183,        1.63702801,       2.807479059
      -1.944879025,     -0.7977473243,       1.254361302,       3.524474392,       1.657551955,       2.810154883
      -1.927737893,     -0.7419371995,       1.230002386,       3.545161971,       1.637002097,       2.807474023
      -1.944916512,     -0.7978541831,       1.254336885,       3.524436881,       1.657535089,       2.810150798
      -1.927766202,     -0.7420082894,       1.229969631,       3.545133766,       1.636976189,       2.807468989
      -1.944953989,     -0.7979610301,       1.254312474,       3.524399379,       1.657518227,       2.810146715
      -1.927794504,     -0.7420793665,       1.229936883,       3.545105568,       1.636950286,       2.807463958
      -1.944991459,     -0.7980678654,       1.254288071,       3.524361886,        1.65750137,       2.810142632
      -1.927822799,     -0.7421504307,       1.229904144,       3.545077377,        1.63692439,       2.807458927
       -1.94502892,      -0.798174689,       1.254263674,       3.524324401,       1.657484518,       2.810138551
      -1.927851087,     -0.7422214822,       1.229871412,       3.545049194,         1.6368985,       2.807453899
      -1.945066372,     -0.7982815009,       1.254239285,       3.524286924,        1.65746767,       2.810134471
      -1.927879367,     -0.7422925209,       1.229838688,       3.545021018,       1.636872616,       2.807448872
      -1.945103816,      -0.798388301,       1.254214902,       3.524249456,       1.657450827,       2.810130393
      -1.927907641,     -0.7423635469,       1.229805972,       3.544992848,       1.636846738,       2.807443846
      -1.945141251,     -0.7984950893,       1.254190526,       3.524211996,       1.657433989,       2.810126315
      -1.927935907,     -0.7424345602,       1.229773263,       3.544964686,       1.636820865,       2.807438823
      -1.945178678,     -0.7986018659,       1.254166156,       3.524174544,       1.657417156,       2.810122239
      -1.927964166,     -0.7425055607,       1.229740563,       3.544936532,       1.636794999,         2.8074338
      -1.945216097,     -0.7987086308,       1.254141794,       3.524137101,       1.657400327,       2.810118164
      -1.927992419,     -0.7425765485,        1.22970787,       3.544908384,       1.636769139,        2.80742878
      -1.945253507,     -0.7988153838,       1.254117438,       3.524099667,       1.657383503,       2.810114089
      -1.928020663,     -0.7426475237,       1.229675186,       3.544880243,       1.636743284,        2.80742376
      -1.945290909,     -0.7989221252,        1.25409309,       3.524062241,       1.657366684,       2.810110016
      -1.928048901,     -0.7427184861,       1.229642509,        3.54485211,       1.636717436,       2.807418742
      -1.945328302,     -0.7990288547,       1.254068748,       3.524024823,       1.657349869,       2.810105944
      -1.928077132,     -0.7427894359,        1.22960984,       3.544823984,       1.636691593,       2.807413726
      -1.945365687,     -0.7991355725,       1.254044412,       3.523987414,       1.657333059,       2.810101873
      -1.928105356,      -0.742860373,       1.229577179,       3.544795865,       1.636665756,       2.807408711
      -1.945403063,     -0.7992422785,       1.254020084,       3.523950013,       1.657316254,       2.810097803
      -1.928133572,     -0.7429312975,       1.229544525,       3.544767753,       1.636639926,       2.807403697
      -1.945440431,     -0.7993489727,       1.253995763,       3.523912621,       1.657299453,       2.810093734
      -1.928161781,     -0.7430022094,        1.22951188,       3.544739648,       1.636614101,       2.807398685
       -1.94547779,     -0.7994556552,       1.253971448,       3.523875237,       1.657282658,       2.810089665
      -1.928189984,     -0.7430731087,       1.229479242,       3.544711551,       1.636588282,       2.807393673
      -1.945515141,     -0.7995623258,        1.25394714,       3.523837862,       1.657265866,       2.810085598
      -1.928218179,     -0.7431439954,       1.229446613,        3.54468346,       1.636562469,       2.807388663
      -1.945552484,     -0.7996689847,       1.253922839,       3.523800495,        1.65724908,       2.810081531
      -1.928246367,     -0.7432148695,       1.229413991,       3.544655377,       1.636536662,       2.807383655
      -1.945589818,     -0.7997756318,       1.253898545,       3.523763136,       1.657232298,       2.810077465
      -1.928274547,      -0.743285731,       1.229381377,       3.544627301,       1.636510861,       2.807378647
      -1.945627143,     -0.7998822671,       1.253874257,       3.523725786,       1.657215521,         2.8100734
      -1.928302721,       -0.74335658,        1.22934877,       3.544599232,       1.636485066,       2.807373641
       -1.94566446,     -0.7999888906,       1.253849977,       3.523688445,       1.657198749,       2.810069335
      -1.928330888,     -0.7434274164,       1.229316172,        3.54457117,       1.636459277,       2.807368635
      -1.945701769,     -0.8000955022,       1.253825703,       3.523651111,       1.657181981,       2.810065272
      -1.928359047,     -0.7434982403,       1.229283582,       3.544543115,       1.636433494,       2.807363631
      -1.945739069,     -0.8002021021,       1.253801436,       3.523613786,       1.657165218,       2.810061208
      -1.928387199,     -0.7435690517,       1.229250999,       3.544515067,       1.636407717,       2.807358628
      -1.945776361,     -0.8003086902,       1.253777176,        3.52357647,        1.65714846,       2.810057146
      -1.928415345,     -0.7436398506,       1.229218424,       3.544487027,       1.636381946,       2.807353625
      -1.945813645,     -0.8004152665,       1.253752922,       3.523539162,       1.657131706,       2.810053084
      -1.928443483,      -0.743710637,       1.229185857,       3.544458994,       1.636356181,       2.807348624
       -1.94585092,     -0.8005218309,       1.253728676,       3.523501863,       1.657114957,       2.810049023
      -1.928471614,     -0.7437814109,       1.229153298,       3.544430967,       1.636330421,       2.807343624
      -1.945888186,     -0.8006283836,       1.253704436,       3.523464571,       1.657098213,       2.810044962
      -1.928499738,     -0.7438521724,       1.229120747,       3.544402948,       1.636304668,       2.807338625
      -1.945925444,     -0.8007349244,       1.253680203,       3.523427289,       1.657081473,       2.810040902
      -1.928527855,     -0.7439229215,       1.229088203,       3.544374937,        1.63627892,       2.807333626
      -1.945962694,     -0.8008414534,       1.253655977,       3.523390014,       1.657064738,       2.810036842
      -1.928555964,     -0.7439936581,       1.229055668,       3.544346932,       1.636253179,       2.807328628
      -1.945999935,     -0.8009479706,       1.253631757,       3.523352749,       1.657048008,       2.810032782
      -1.928584067,     -0.7440643823,        1.22902314,       3.544318934,       1.636227444,       2.807323632
      -1.946037168,      -0.801054476,       1.253607545,       3.523315491,       1.657031282,       2.810028723
      -1.928612162,     -0.7441350941,        1.22899062,       3.544290944,       1.636201714,       2.807318636
      -1.946074392,     -0.8011609696,       1.253583339,       3.523278242,       1.657014561,       2.810024665
       -1.92864025,     -0.7442057935,       1.228958108,        3.54426296,        1.63617599,        2.80731364
      -1.946111608,     -0.8012674513,        1.25355914,       3.523241002,       1.656997845,       2.810020607
      -1.928668332,     -0.7442764805,       1.228925603,       3.544234984,       1.636150273,       2.807308646
      -1.946148815,     -0.8013739212,       1.253534948,       3.523203769,       1.656981134,       2.810016549
      -1.928696406,     -0.7443471552,       1.228893107,       3.544207015,       1.636124561,       2.807303652
      -1.946186014,     -0.8014803792,       1.253510762,       3.523166546,       1.656964427,       2.810012491
      -1.928724473,     -0.7444178175,       1.228860618,       3.544179053,       1.636098855,       2.807298659
      -1.946223205,     -0.8015868255,       1.253486584,        3.52312933,       1.656947725,       2.810008434
      -1.928752533,     -0.7444884675,       1.228828138,       3.544151099,       1.636073156,       2.807293667
      -1.946260387,     -0.8016932598,       1.253462412,       3.523092123,       1.656931027,       2.810004377
      -1.928780585,     -0.7445591051,       1.228795665,       3.544123151,       1.636047462,       2.807288675
      -1.946297561,     -0.8017996824,       1.253438247,       3.523054925,       1.656914334,        2.81000032
      -1.928808631,     -0.7446297305,         1.2287632,        3.54409521,       1.636021774,       2.807283683
      -1.946334726,     -0.8019060931,       1.253414089,       3.523017735,       1.656897646,       2.809996264
       -1.92883667,     -0.7447003436,       1.228730742,       3.544067277,       1.635996092,       2.807278693
      -1.946371883,      -0.802012492,       1.253389937,       3.522980553,       1.656880963,       2.809992207
      -1.928864701,     -0.7447709444,       1.228698293,       3.544039351,       1.635970416,       2.807273703
      -1.946409032,      -0.802118879,       1.253365793,        3.52294338,       1.656864284,       2.809988151
      -1.928892725,     -0.7448415329,       1.228665851,       3.544011432,       1.635944746,       2.807268713
      -1.946446172,     -0.8022252542,       1.253341655,       3.522906215,        1.65684761,       2.809984095
      -1.928920743,     -0.7449121092,       1.228633417,        3.54398352,       1.635919082,       2.807263724
      -1.946483304,     -0.8023316176,       1.253317524,       3.522869059,       1.656830941,       2.809980039
      -1.928948753,     -0.7449826732,       1.228600991,       3.543955615,       1.635893424,       2.807258736
      -1.946520427,     -0.8024379691,       1.253293399,       3.522831911,       1.656814276,       2.809975983
      -1.928976756,     -0.7450532251,       1.228568573,       3.543927717,       1.635867772,       2.807253748
      -1.946557542,     -0.8025443088,       1.253269282,       3.522794771,       1.656797616,       2.809971927
      -1.929004752,     -0.7451237647,       1.228536163,       3.543899826,       1.635842126,        2.80724876
      -1.946594648,     -0.8026506366,       1.253245171,        3.52275764,        1.65678096,       2.809967871
       -1.92903274,     -0.7451942921,        1.22850376,       3.543871943,       1.635816486,       2.807243773
      -1.946631746,     -0.8027569525,       1.253221067,       3.522720517,       1.656764309,       2.809963815
      -1.929060722,     -0.7452648073,       1.228471365,       3.543844066,       1.635790851,       2.807238786
      -1.946668836,     -0.8028632567,        1.25319697,       3.522683403,       1.656747663,        2.80995976
      -1.929088697,     -0.7453353104,       1.228438979,       3.543816197,       1.635765223,         2.8072338
      -1.946705917,     -0.8029695489,       1.253172879,       3.522646297,       1.656731022,       2.809955704
      -1.929116664,     -0.7454058013,       1.228406599,       3.543788335,       1.635739601,       2.807228814
       -1.94674299,     -0.8030758293,       1.253148796,       3.522609199,       1.656714385,       2.809951648
      -1.929144625,     -0.7454762801,       1.228374228,        3.54376048,       1.635713985,       2.807223828
      -1.946780054,     -0.8031820979,       1.253124719,        3.52257211,       1.656697753,       2.809947592
      -1.929172578,     -0.7455467467,       1.228341865,       3.543732632,       1.635688374,       2.807218843
       -1.94681711,     -0.8032883546,       1.253100649,       3.522535029,       1.656681125,       2.809943536
      -1.929200524,     -0.7456172012,       1.228309509,       3.543704791,        1.63566277,       2.807213858
      -1.946854157,     -0.8033945995,       1.253076585,       3.522497957,       1.656664502,        2.80993948
      -1.929228463,     -0.7456876437,       1.228277161,       3.543676958,       1.635637171,       2.807208873
      -1.946891196,     -0.8035008325,       1.253052529,       3.522460893,       1.656647884,       2.809935424
      -1.929256395,      -0.745758074,       1.228244821,       3.543649131,       1.635611579,       2.807203889
      -1.946928227,     -0.8036070536,       1.253028479,       3.522423837,       1.656631271,       2.809931368
       -1.92928432,     -0.7458284923,       1.228212489,       3.543621312,       1.635585992,       2.807198905
      -1.946965249,     -0.8037132629,       1.253004436,        3.52238679,       1.656614662,       2.809927312
      -1.929312238,     -0.7458988985,       1.228180164,       3.543593499,       1.635560411,       2.807193921
      -1.947002263,     -0.8038194603,       1.252980399,       3.522349751,       1.656598058,       2.809923255
      -1.929340149,     -0.7459692927,       1.228147848,       3.543565694,       1.635534837,       2.807188937
      -1.947039269,     -0.8039256459,        1.25295637,       3.522312721,       1.656581458,       2.809919199
      -1.929368053,     -0.7460396748,       1.228115539,       3.543537896,       1.635509268,       2.807183954
      -1.947076266,     -0.8040318196,       1.252932347,       3.522275699,       1.656564863,       2.809915142
      -1.929395949,     -0.7461100449,       1.228083238,       3.543510105,       1.635483705,       2.807178971
      -1.947113255,     -0.8041379815,       1.252908331,       3.522238685,       1.656548273,       2.809911085
      -1.929423839,      -0.746180403,       1.228050945,       3.543482321,       1.635458149,       2.807173988
      -1.947150235,     -0.8042441315,       1.252884322,        3.52220168,       1.656531687,       2.809907028
      -1.929451721,     -0.7462507491,       1.228018659,       3.543454544,       1.635432598,       2.807169005
      -1.947187207,     -0.8043502696,       1.252860319,       3.522164683,       1.656515106,       2.809902971
      -1.929479596,     -0.7463210833,       1.227986382,       3.543426775,       1.635407053,       2.807164022
       -1.94722417,     -0.8044563959,       1.252836324,       3.522127695,        1.65649853,       2.809898914
      -1.929507465,     -0.7463914054,       1.227954112,       3.543399012,       1.635381514,        2.80715904
      -1.947261125,     -0.8045625104,       1.252812335,       3.522090714,       1.656481958,       2.809894856
      -1.929535326,     -0.7464617156,        1.22792185,       3.543371257,       1.635355981,       2.807154058
      -1.947298072,     -0.8046686129,       1.252788352,       3.522053743,       1.656465391,       2.809890798
       -1.92956318,     -0.7465320139,       1.227889596,       3.543343508,       1.635330454,       2.807149076
      -1.947335011,     -0.8047747037,       1.252764377,       3.522016779,       1.656448829,        2.80988674
      -1.929591027,     -0.7466023003,       1.227857349,       3.543315767,       1.635304933,       2.807144094
       -1.94737194,     -0.8048807825,       1.252740408,       3.521979825,       1.656432271,       2.809882682
      -1.929618867,     -0.7466725747,       1.227825111,       3.543288033,       1.635279418,       2.807139113
      -1.947408862,     -0.8049868495,       1.252716446,       3.521942878,       1.656415718,       2.809878624
        -1.9296467,     -0.7467428373,        1.22779288,       3.543260306,       1.635253909,       2.807134132
      -1.947445775,     -0.8050929047,       1.252692491,        3.52190594,       1.656399169,       2.809874565
      -1.929674525,      -0.746813088,       1.227760657,       3.543232586,       1.635228406,        2.80712915
       -1.94748268,      -0.805198948,       1.252668542,        3.52186901,       1.656382625,       2.809870506
      -1.929702344,     -0.7468833268,       1.227728441,       3.543204873,       1.635202908,       2.807124169
      -1.947519576,     -0.8053049794,         1.2526446,       3.521832089,       1.656366086,       2.809866447
      -1.929730156,     -0.7469535537,       1.227696234,       3.543177167,       1.635177417,       2.807119188
      -1.947556464,      -0.805410999,       1.252620665,       3.521795176,       1.656349551,       2.809862388
       -1.92975796,     -0.7470237688,       1.227664034,       3.543149469,       1.635151932,       2.807114208
      -1.947593344,     -0.8055170067,       1.252596737,       3.521758271,       1.656333021,       2.809858329
      -1.929785757,     -0.7470939721,       1.227631842,       3.543121777,       1.635126452,       2.807109227
      -1.947630215,     -0.8056230026,       1.252572816,       3.521721375,       1.656316496,       2.809854269
      -1.929813548,     -0.7471641635,       1.227599658,       3.543094093,       1.635100979,       2.807104247
      -1.947667078,     -0.8057289866,       1.252548901,       3.521684487,       1.656299975,        2.80985021
      -1.929841331,     -0.7472343432,       1.227567482,       3.543066415,       1.635075512,       2.807099267
      -1.947703932,     -0.8058349588,       1.252524993,       3.521647607,       1.656283459,        2.80984615
      -1.929869107,      -0.747304511,       1.227535313,       3.543038745,        1.63505005,       2.807094287
      -1.947740779,     -0.8059409191,       1.252501091,       3.521610736,       1.656266948,       2.809842089
      -1.929896876,     -0.7473746671,       1.227503153,       3.543011082,       1.635024595,       2.807089307
      -1.947777616,     -0.8060468676,       1.252477196,       3.521573873,       1.656250441,       2.809838029
      -1.929924638,     -0.7474448114,          1.227471,       3.542983426,       1.634999145,       2.807084328
      -1.947814446,     -0.8061528043,       1.252453309,       3.521537019,       1.656233939,       2.809833968
      -1.929952393,      -0.747514944,       1.227438854,       3.542955777,       1.634973701,       2.807079348
      -1.947851267,      -0.806258729,       1.252429427,       3.521500173,       1.656217441,       2.809829908
      -1.929980141,     -0.7475850648,       1.227406717,       3.542928135,       1.634948264,       2.807074369
      -1.947888079,      -0.806364642,       1.252405553,       3.521463335,       1.656200948,       2.809825847
      -1.930007882,     -0.7476551739,       1.227374587,         3.5429005,       1.634922832,        2.80706939
      -1.947924883,     -0.8064705431,       1.252381685,       3.521426506,       1.656184459,       2.809821786
      -1.930035616,     -0.7477252713,       1.227342465,       3.542872872,       1.634897406,       2.807064412
      -1.947961679,     -0.8065764323,       1.252357824,       3.521389685,       1.656167976,       2.809817725
      -1.930063343,      -0.747795357,       1.227310351,       3.542845251,       1.634871987,       2.807059433
      -1.947998467,     -0.8066823097,        1.25233397,       3.521352872,       1.656151497,       2.809813663
      -1.930091062,     -0.7478654311,       1.227278245,       3.542817638,       1.634846573,       2.807054455
      -1.948035246,     -0.8067881753,       1.252310122,       3.521316068,       1.656135022,       2.809809602
      -1.930118775,     -0.7479354934,       1.227246146,       3.542790031,       1.634821165,       2.807049477
      -1.948072017,      -0.806894029,       1.252286281,       3.521279272,       1.656118552,        2.80980554
      -1.930146481,     -0.7480055441,       1.227214055,       3.542762432,       1.634795763,         2.8070445
      -1.948108779,     -0.8069998709,       1.252262447,       3.521242485,       1.656102087,       2.809801479
      -1.930174179,     -0.7480755832,       1.227181972,       3.542734839,       1.634770367,       2.807039522
      -1.948145533,     -0.8071057009,        1.25223862,       3.521205705,       1.656085626,       2.809797417
       -1.93020187,     -0.7481456106,       1.227149897,       3.542707254,       1.634744977,       2.807034545
      -1.948182279,     -0.8072115191,       1.252214799,       3.521168935,        1.65606917,       2.809793355
      -1.930229555,     -0.7482156264,       1.227117829,       3.542679676,       1.634719593,       2.807029568
      -1.948219016,     -0.8073173255,       1.252190985,       3.521132172,       1.656052718,       2.809789293
      -1.930257232,     -0.7482856306,        1.22708577,       3.542652105,       1.634694215,       2.807024592
      -1.948255745,     -0.8074231201,       1.252167177,       3.521095418,       1.656036272,       2.809785231
      -1.930284902,     -0.7483556232,       1.227053718,       3.542624541,       1.634668843,       2.807019616
      -1.948292465,     -0.8075289028,       1.252143377,       3.521058672,       1.656019829,       2.809781169
      -1.930312566,     -0.7484256043,       1.227021673,       3.542596984,       1.634643476,        2.80701464
      -1.948329178,     -0.8076346737,       1.252119583,       3.521021935,       1.656003392,       2.809777107
      -1.930340222,     -0.7484955737,       1.226989637,       3.542569434,       1.634618116,       2.807009665
      -1.948365881,     -0.8077404327,       1.252095795,       3.520985206,       1.655986958,       2.809773045
      -1.930367871,     -0.7485655317,       1.226957608,       3.542541891,       1.634592762,        2.80700469
      -1.948402577,       -0.80784618,       1.252072015,       3.520948485,        1.65597053,       2.809768983
      -1.930395513,      -0.748635478,       1.226925587,       3.542514355,       1.634567413,       2.806999716
      -1.948439264,     -0.8079519154,       1.252048241,       3.520911773,       1.655954106,       2.809764922
      -1.930423148,      -0.748705413,       1.226893574,       3.542486826,       1.634542071,       2.806994742
      -1.948475943,     -0.8080576392,       1.252024474,       3.520875069,       1.655937687,        2.80976086
      -1.930450776,     -0.7487753365,       1.226861568,       3.542459305,       1.634516734,       2.806989768
      -1.948512613,     -0.8081633511,       1.252000713,       3.520838373,       1.655921272,       2.809756798
      -1.930478397,     -0.7488452485,       1.226829571,        3.54243179,       1.634491404,       2.806984795
      -1.948549275,     -0.8082690513,        1.25197696,       3.520801686,       1.655904862,       2.809752736
       -1.93050601,      -0.748915149,       1.226797581,       3.542404282,       1.634466079,       2.806979822
      -1.948585929,     -0.8083747396,       1.251953213,       3.520765007,       1.655888456,       2.809748675
      -1.930533617,     -0.7489850381,       1.226765599,       3.542376782,       1.634440761,        2.80697485
      -1.948622574,     -0.8084804162,       1.251929472,       3.520728336,       1.655872055,       2.809744613
      -1.930561217,     -0.7490549157,       1.226733624,       3.542349288,       1.634415448,       2.806969878
      -1.948659212,     -0.8085860809,       1.251905738,       3.520691674,       1.655855659,       2.809740552
       -1.93058881,     -0.7491247818,       1.226701657,       3.542321802,       1.634390141,       2.806964907
       -1.94869584,     -0.8086917338,       1.251882011,        3.52065502,       1.655839267,       2.809736491
      -1.930616395,     -0.7491946366,       1.226669698,       3.542294323,        1.63436484,       2.806959937
      -1.948732461,      -0.808797375,       1.251858291,       3.520618375,        1.65582288,        2.80973243
      -1.930643974,     -0.7492644799,       1.226637747,       3.542266851,       1.634339545,       2.806954967
      -1.948769073,     -0.8089030043,       1.251834577,       3.520581737,       1.655806497,        2.80972837
      -1.930671546,     -0.7493343118,       1.226605804,       3.542239385,       1.634314257,       2.806949998
      -1.948805676,     -0.8090086219,        1.25181087,       3.520545108,       1.655790119,       2.809724309
       -1.93069911,     -0.7494041324,       1.226573868,       3.542211927,       1.634288974,       2.806945029
      -1.948842272,     -0.8091142277,        1.25178717,       3.520508488,       1.655773746,       2.809720249
      -1.930726668,     -0.7494739416,        1.22654194,       3.542184476,       1.634263697,       2.806940062
      -1.948878859,     -0.8092198217,       1.251763476,       3.520471876,       1.655757377,       2.809716189
      -1.930754218,     -0.7495437394,       1.226510019,       3.542157032,       1.634238425,       2.806935094
      -1.948915437,     -0.8093254039,       1.251739789,       3.520435272,       1.655741012,        2.80971213
      -1.930781762,     -0.7496135258,       1.226478107,       3.542129595,        1.63421316,       2.806930128
      -1.948952008,     -0.8094309743,       1.251716109,       3.520398676,       1.655724653,       2.809708071
      -1.930809298,      -0.749683301,       1.226446202,       3.542102165,       1.634187901,       2.806925162
       -1.94898857,      -0.809536533,       1.251692435,       3.520362089,       1.655708297,       2.809704012
      -1.930836827,     -0.7497530648,       1.226414305,       3.542074742,       1.634162648,       2.806920197
      -1.949025123,     -0.8096420799,       1.251668769,        3.52032551,       1.655691947,       2.809699954
       -1.93086435,     -0.7498228173,       1.226382416,       3.542047326,         1.6341374,       2.806915233
      -1.949061669,      -0.809747615,       1.251645108,       3.520288939,       1.655675601,       2.809695896
      -1.930891865,     -0.7498925585,       1.226350534,       3.542019917,       1.634112159,        2.80691027
      -1.949098206,     -0.8098531383,       1.251621455,       3.520252377,       1.655659259,       2.809691839
      -1.930919373,     -0.7499622885,        1.22631866,       3.541992516,       1.634086924,       2.806905308
      -1.949134734,     -0.8099586499,       1.251597808,       3.520215823,       1.655642922,       2.809687782
      -1.930946875,     -0.7500320072,       1.226286794,       3.541965121,       1.634061694,       2.806900346
      -1.949171255,     -0.8100641497,       1.251574167,       3.520179277,        1.65562659,       2.809683725
      -1.930974369,     -0.7501017146,       1.226254935,       3.541937733,       1.634036471,       2.806895385
      -1.949207767,     -0.8101696378,       1.251550534,        3.52014274,       1.655610262,       2.809679669
      -1.931001856,     -0.7501714107,       1.226223085,       3.541910352,       1.634011253,       2.806890426
