"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         679,      -5.403232667,      -2.780706105,      -2.982420862,    -0.09226010092,      -7.265344098
          0,           0,         680,      -5.403684654,      -2.781623405,      -2.982963552,    -0.09406053156,      -7.263745946
          0,           0,         681,      -5.403446711,      -2.781742912,      -2.983715304,    -0.09541538447,      -7.262190088
          0,           0,         682,      -5.403021841,      -2.781574661,       -2.98472437,    -0.09651492432,      -7.260728566
          0,           0,         683,      -5.403722949,      -2.781617376,      -2.985083871,    -0.09842410867,      -7.259341398
          0,           0,         684,      -5.404834754,      -2.781607898,      -2.984550343,     -0.1013237358,      -7.258051357
          0,           0,         685,      -5.404984885,       -2.78157916,      -2.982846652,     -0.1030247451,      -7.256883923
          0,           0,         686,      -5.404960801,       -2.78168433,      -2.981158119,     -0.1037324748,      -7.255820729
          0,           0,         687,       -5.40514936,      -2.781877617,      -2.979543943,     -0.1042539834,      -7.254819806
          0,           0,         688,       -5.40509024,      -2.781991774,      -2.977741321,     -0.1045097934,       -7.25386742
          0,           0,         689,      -5.404306669,      -2.780914112,      -2.976295561,     -0.1032689307,      -7.252975229
          0,           0,         690,      -5.403207781,      -2.779140287,      -2.974292084,     -0.1001670994,      -7.252154904
          0,           0,         691,      -5.401718733,      -2.776877341,      -2.971656424,    -0.09610229334,      -7.251390145
          0,           0,         692,      -5.400759438,      -2.774635044,      -2.967903659,    -0.09265176444,      -7.250701383
          0,           0,         693,      -5.400117367,      -2.773043848,       -2.96365899,    -0.09083931596,      -7.250092658
          0,           0,         694,      -5.399103754,      -2.771387879,      -2.959011243,    -0.08836755862,      -7.249562204
          0,           0,         695,      -5.397902186,      -2.770185315,      -2.954031538,     -0.0857743772,      -7.249089727
          0,           0,         696,      -5.395960767,      -2.769135829,      -2.948690101,    -0.08223650499,      -7.248648664
          0,           0,         697,      -5.394265712,      -2.767878128,      -2.942702089,    -0.07886239489,      -7.248238138
          0,           0,         698,      -5.392698265,      -2.766531103,      -2.936384836,    -0.07584643726,      -7.247839099
          0,           0,         699,      -5.389965854,      -2.765075039,      -2.929530622,    -0.07169427503,       -7.24743735
          0,           0,         700,      -5.388333533,      -2.763462649,      -2.922471881,    -0.06807600012,      -7.247054868
          0,           0,         701,      -5.386692305,      -2.761445867,       -2.91554719,    -0.06419357338,      -7.246661828
          0,           0,         702,      -5.384908911,      -2.758988736,      -2.908729739,    -0.05984163098,      -7.246256331
          0,           0,         703,      -5.383334317,      -2.756334123,      -2.901838003,    -0.05543094549,      -7.245868775
          0,           0,         704,      -5.381833491,      -2.753482571,      -2.894923074,     -0.0508298305,      -7.245504106
          0,           0,         705,      -5.380305295,      -2.750610832,      -2.888189234,     -0.0463218493,      -7.245139212
          0,           0,         706,      -5.378961874,      -2.747615204,      -2.881551477,    -0.04204981055,      -7.244778973
          0,           0,         707,      -5.377743577,      -2.744687785,      -2.874894775,    -0.03815511175,      -7.244445893
          0,           0,         708,      -5.376390171,      -2.741737564,      -2.868332782,    -0.03437164771,      -7.244125141
          0,           0,         709,      -5.375151349,      -2.738770435,      -2.861864897,     -0.0307134492,      -7.243802112
          0,           0,         710,      -5.374091191,       -2.73582632,      -2.855504296,    -0.02717383527,      -7.243489584
          0,           0,         711,      -5.373367234,      -2.732955771,      -2.849308807,    -0.02415135887,        -7.2432716
          0,           0,         712,       -5.37251712,      -2.730074876,       -2.84332267,    -0.02104195842,      -7.243363636
          0,           0,         713,      -5.371758883,       -2.72724172,      -2.837540665,    -0.01816764421,      -7.243588737
          0,           0,         714,      -5.371231977,      -2.724519927,      -2.832055672,    -0.01565036548,      -7.243923217
          0,           0,         715,       -5.37090958,      -2.721962713,      -2.826863494,    -0.01350840831,      -7.244259283
          0,           0,         716,      -5.370720621,      -2.719631215,        -2.8219848,    -0.01169777083,      -7.244591748
          0,           0,         717,      -5.370715649,        -2.7175468,      -2.817437234,    -0.01021153594,      -7.244913847
          0,           0,         718,      -5.370973519,      -2.715685751,      -2.813332267,   -0.009054443751,       -7.24529616
          0,           0,         719,       -5.37140163,      -2.714053898,      -2.809644451,   -0.008215233318,      -7.245648546
          0,           0,         720,      -5.371942686,      -2.712660367,      -2.806342788,   -0.007547907229,      -7.245925947
          0,           0,         721,      -5.372500129,      -2.711510558,       -2.80343364,   -0.006906725321,      -7.246137899
          0,           0,         722,      -5.373208033,      -2.710502277,      -2.800940232,    -0.00646136737,      -7.246276874
          0,           0,         723,      -5.374102809,      -2.709712917,       -2.79884611,   -0.006346931731,      -7.246380421
          0,           0,         724,      -5.375186599,      -2.709153433,      -2.797183294,   -0.006571938595,      -7.246429195
          0,           0,         725,      -5.376442762,      -2.708867466,      -2.795934953,   -0.007025802425,      -7.246446738
          0,           0,         726,      -5.377811672,      -2.708826423,      -2.795097336,   -0.007742724967,      -7.246413435
          0,           0,         727,      -5.379278247,      -2.709060139,      -2.794684621,   -0.008592687245,      -7.246348022
          0,           0,         728,      -5.380790044,      -2.709522032,      -2.794758162,   -0.009670594449,      -7.246243778
          0,           0,         729,      -5.382282624,      -2.710231221,      -2.795289158,    -0.01079272897,      -7.246093323
          0,           0,         730,      -5.383782163,      -2.711200129,      -2.796251592,    -0.01192029237,      -7.245922364
          0,           0,         731,      -5.385192602,      -2.712368136,      -2.797653093,    -0.01309827463,       -7.24573368
          0,           0,         732,      -5.386730647,      -2.713714215,      -2.799510165,    -0.01431150014,      -7.245507669
          0,           0,         733,      -5.388193864,      -2.715225427,      -2.801796152,     -0.0155149014,       -7.24525162
          0,           0,         734,      -5.389698666,       -2.71688907,      -2.804431707,    -0.01667126745,      -7.244999515
          0,           0,         735,      -5.391167994,      -2.718739986,      -2.807432735,    -0.01773883846,      -7.244744746
          0,           0,         736,      -5.392472554,      -2.720831487,      -2.810841938,    -0.01873917898,      -7.244484984
          0,           0,         737,      -5.393607847,      -2.723352151,      -2.814572229,    -0.01964355749,      -7.244234265
          0,           0,         738,      -5.394141904,      -2.726136378,      -2.818596236,    -0.02015382965,      -7.244012362
          0,           0,         739,      -5.394785791,       -2.72895371,       -2.82291422,    -0.02055776942,      -7.243862518
          0,           0,         740,      -5.395209128,       -2.73169324,      -2.827521983,     -0.0202194156,      -7.243822293
          0,           0,         741,      -5.395970528,      -2.734501158,      -2.832355334,    -0.01946801041,      -7.243879887
          0,           0,         742,      -5.396280424,      -2.737497102,      -2.837314004,    -0.01892899407,      -7.244013108
          0,           0,         743,      -5.396457697,      -2.740706545,      -2.842562916,    -0.01862074425,      -7.244209508
          0,           0,         744,      -5.396376473,      -2.744198081,       -2.84813838,    -0.01834704632,      -7.244420199
          0,           0,         745,      -5.396341407,      -2.747882788,      -2.853858419,    -0.01785263094,      -7.244606825
          0,           0,         746,       -5.39622767,      -2.751536268,       -2.85996499,    -0.01700065434,      -7.244766246
          0,           0,         747,      -5.396235927,      -2.755485742,       -2.86639811,    -0.01565500644,       -7.24491766
          0,           0,         748,      -5.395630632,      -2.759810833,      -2.873142307,    -0.01456597463,      -7.245013639
          0,           0,         749,      -5.395331837,      -2.764354169,      -2.879972049,      -0.013294651,      -7.245047452
          0,           0,         750,      -5.395228385,       -2.76908518,      -2.886944019,    -0.01197780912,      -7.245015684
          0,           0,         751,      -5.394701558,      -2.774002308,      -2.894036722,    -0.01043970655,      -7.244910935
          0,           0,         752,      -5.394333244,      -2.779017457,      -2.901245761,   -0.008801720599,       -7.24473983
          0,           0,         753,       -5.39423583,      -2.784074313,      -2.908614907,   -0.007407789787,      -7.244510929
          0,           0,         754,      -5.394518923,      -2.789180878,      -2.916207704,    -0.00626681704,      -7.244250952
          0,           0,         755,      -5.394804393,       -2.79426065,      -2.923986466,   -0.005228176385,      -7.243960618
          0,           0,         756,      -5.395159567,      -2.798946254,      -2.932144797,   -0.003937217657,      -7.243673124
          0,           0,         757,      -5.395268441,      -2.803440289,      -2.940223864,   -0.002653892669,      -7.243397433
          0,           0,         758,      -5.395310799,      -2.807891289,      -2.947866925,   -0.001548973262,      -7.243140771
          0,           0,         759,      -5.395489485,      -2.812407793,      -2.955292429,  -0.0007214804309,      -7.242889329
          0,           0,         760,      -5.395814684,      -2.817187549,      -2.962831862,   0.0002762422356,        -7.2426484
          0,           0,         761,      -5.395924217,      -2.821451419,      -2.970274445,    0.001466531503,      -7.242409462
          0,           0,         762,       -5.39629512,      -2.825580543,      -2.977739095,    0.002102478919,      -7.242147178
          0,           0,         763,      -5.396714776,      -2.829489737,      -2.984916944,    0.002448796486,      -7.241838545
          0,           0,         764,      -5.397297339,      -2.833224594,      -2.991756653,    0.002774578689,      -7.241512754
          0,           0,         765,        -5.3979841,      -2.836796691,      -2.998278773,    0.003073452078,      -7.241190625
          0,           0,         766,      -5.398843656,      -2.840243279,      -3.004212844,    0.003172333812,       -7.24087027
          0,           0,         767,      -5.399848145,      -2.843571722,      -3.009690055,    0.003097994842,      -7.240558729
          0,           0,         768,      -5.400923088,      -2.846702479,      -3.014582691,    0.002890794745,      -7.240236217
          0,           0,         769,      -5.402086707,      -2.849595573,      -3.018986315,    0.002607687896,      -7.239998596
          0,           0,         770,      -5.402885303,      -2.852135041,      -3.022935089,    0.002277622874,      -7.239751791
          0,           0,         771,      -5.404307205,      -2.854236913,      -3.026316169,    0.001368055302,      -7.239475425
          0,           0,         772,      -5.406577587,       -2.85584828,       -3.02941943,   0.0002200476358,      -7.239202596
          0,           0,         773,       -5.40866451,      -2.857049591,       -3.03223386,  -0.0009418075816,      -7.238928701
          0,           0,         774,      -5.410608586,      -2.857781134,      -3.034566011,   -0.002033855748,      -7.238650807
          0,           0,         775,      -5.412289547,       -2.85827954,       -3.03638426,   -0.003241992202,      -7.238357667
          0,           0,         776,       -5.41409497,      -2.859037038,      -3.037639955,   -0.004881861696,      -7.238045323
          0,           0,         777,      -5.415899641,      -2.859622454,      -3.038333852,   -0.006592094023,      -7.237718615
          0,           0,         778,      -5.417400205,      -2.860216223,      -3.038501345,   -0.007938800629,      -7.237405055
          0,           0,         779,      -5.419393569,       -2.86033321,      -3.038420176,     -0.0100711587,      -7.237088602
          0,           0,         780,      -5.421648742,      -2.859896221,      -3.038131625,    -0.01264886631,      -7.236737352
          0,           0,         781,      -5.423489441,      -2.859077293,      -3.037075675,    -0.01496742279,      -7.236347713
          0,           0,         782,      -5.425566383,       -2.85797222,      -3.034921374,    -0.01688433275,      -7.235955236
          0,           0,         783,      -5.427554442,      -2.856612447,      -3.032164326,    -0.01853225138,      -7.235634724
          0,           0,         784,      -5.429230547,      -2.855012612,      -3.029165702,    -0.02028724317,      -7.235427252
          0,           0,         785,      -5.430678987,      -2.853244321,      -3.025831425,    -0.02218202458,      -7.235245792
          0,           0,         786,       -5.43198641,      -2.851306938,      -3.022173036,     -0.0241241546,      -7.235071891
          0,           0,         787,      -5.433142462,      -2.849142924,      -3.018197751,    -0.02598355511,       -7.23490097
          0,           0,         788,      -5.434114395,       -2.84603997,      -3.014308505,    -0.02754267189,      -7.234735595
          0,           0,         789,       -5.43440282,      -2.842086474,      -3.010138938,    -0.02819363363,        -7.2345852
          0,           0,         790,      -5.434341702,      -2.837766142,      -3.005562093,    -0.02858841615,      -7.234478268
          0,           0,         791,      -5.434379435,      -2.833397385,      -3.000583766,    -0.02932664932,      -7.234412814
          0,           0,         792,      -5.434493008,      -2.828903832,      -2.995502689,    -0.03012717283,      -7.234350821
          0,           0,         793,      -5.434743045,      -2.824549163,      -2.990289825,    -0.03114835248,      -7.234290774
          0,           0,         794,      -5.434829376,      -2.820210062,      -2.985289738,    -0.03201605176,      -7.234221874
          0,           0,         795,      -5.434706069,      -2.815785916,      -2.980333518,    -0.03266846153,      -7.234164619
          0,           0,         796,      -5.434511919,      -2.811710425,      -2.975202766,    -0.03354082382,      -7.234154844
          0,           0,         797,      -5.434124082,      -2.807511552,      -2.970296758,    -0.03422081388,      -7.234136013
          0,           0,         798,      -5.433501655,      -2.803489377,      -2.965526505,    -0.03441084355,      -7.234165665
          0,           0,         799,      -5.432779564,       -2.79971796,      -2.960544629,    -0.03447589294,      -7.234206726
          0,           0,         800,      -5.432073042,      -2.796204676,      -2.955552618,    -0.03454795081,      -7.234270556
          0,           0,         801,      -5.431122599,      -2.793079572,      -2.950662035,    -0.03435730744,      -7.234406014
          0,           0,         802,      -5.430092544,      -2.790008748,      -2.946070096,    -0.03397054799,      -7.234553035
          0,           0,         803,      -5.429000197,      -2.786972633,      -2.941771839,    -0.03351145162,      -7.234634327
          0,           0,         804,      -5.427808054,      -2.784057957,      -2.937730996,    -0.03293297581,      -7.234661021
          0,           0,         805,      -5.426549177,      -2.781367722,       -2.93389011,    -0.03234294324,      -7.234629518
          0,           0,         806,      -5.425229201,      -2.779062199,      -2.930188472,    -0.03187451681,      -7.234547953
          0,           0,         807,      -5.423930595,      -2.777229145,      -2.926605021,    -0.03152714306,      -7.234403243
          0,           0,         808,      -5.422625902,      -2.775624321,      -2.923267557,    -0.03109254672,      -7.234192942
          0,           0,         809,      -5.421323323,      -2.774144718,      -2.920174107,    -0.03055567536,      -7.233927138
          0,           0,         810,      -5.419961886,      -2.772789961,      -2.917289713,    -0.02991077371,      -7.233639028
          0,           0,         811,      -5.418583201,      -2.771572012,      -2.914654545,    -0.02931660732,      -7.233332585
          0,           0,         812,      -5.417232117,      -2.770546893,      -2.912213765,    -0.02877823506,      -7.232984027
          0,           0,         813,      -5.415907177,       -2.76971073,      -2.910029969,    -0.02834039559,      -7.232594118
          0,           0,         814,      -5.414743898,      -2.769113711,      -2.908077939,    -0.02793977275,      -7.232148093
          0,           0,         815,      -5.413775916,      -2.768694078,      -2.906434703,    -0.02759094174,      -7.231649778
          0,           0,         816,      -5.412980383,       -2.76849468,      -2.905102487,    -0.02738825309,       -7.23111122
          0,           0,         817,       -5.41227725,      -2.768544734,      -2.904036935,     -0.0272905103,      -7.230537138
          0,           0,         818,      -5.411709589,      -2.768802043,      -2.903392544,    -0.02746657013,      -7.229913588
          0,           0,         819,      -5.411144611,      -2.769400677,      -2.903187124,    -0.02774140393,      -7.229241427
          0,           0,         820,      -5.411303772,      -2.769821756,      -2.903360893,    -0.02891619363,      -7.228528079
          0,           0,         821,      -5.411578195,       -2.77024526,      -2.903799524,    -0.03002961122,      -7.227768377
          0,           0,         822,      -5.411892327,      -2.770981185,      -2.904464617,    -0.03112026467,         -7.226976
          0,           0,         823,      -5.412335684,      -2.771822525,      -2.905423252,    -0.03233390117,      -7.226148091
          0,           0,         824,      -5.413032604,      -2.772716735,      -2.906685733,    -0.03385903472,      -7.225293282
          0,           0,         825,      -5.413832429,      -2.773680244,      -2.908307852,    -0.03554554567,      -7.224406881
          0,           0,         826,      -5.415177027,      -2.774979946,      -2.910131703,     -0.0375207099,      -7.223493201
          0,           0,         827,       -5.41703862,      -2.776575405,      -2.912309335,    -0.03982521964,      -7.222547141
          0,           0,         828,      -5.419090655,      -2.778466765,      -2.914883898,    -0.04234238051,      -7.221569613
          0,           0,         829,      -5.421239892,      -2.780642203,      -2.917804018,    -0.04505424312,      -7.220553388
          0,           0,         830,      -5.423487589,      -2.783142539,       -2.92103266,    -0.04794127507,      -7.219498703
          0,           0,         831,      -5.425892987,      -2.785996533,      -2.924538924,    -0.05100137418,      -7.218472308
          0,           0,         832,      -5.428461215,      -2.789156398,       -2.92834105,    -0.05410874624,      -7.217433167
          0,           0,         833,       -5.43112473,      -2.792613875,      -2.932419115,    -0.05721267652,      -7.216365293
          0,           0,         834,      -5.433914332,         -2.796421,       -2.93678505,    -0.06040179789,      -7.215290843
          0,           0,         835,      -5.436831574,      -2.800604814,      -2.941380534,    -0.06368576808,      -7.214177578
          0,           0,         836,      -5.439763365,      -2.805115614,      -2.946247946,    -0.06686743639,      -7.213032404
          0,           0,         837,      -5.442793912,      -2.809943153,      -2.951435099,    -0.07005765343,      -7.211857689
          0,           0,         838,      -5.446010096,      -2.815201399,      -2.956900246,    -0.07342736789,      -7.210661549
          0,           0,         839,      -5.449156459,      -2.820778647,      -2.962730496,    -0.07662021442,      -7.209440277
          0,           0,         840,      -5.452263682,      -2.826586947,      -2.968911573,    -0.07969076817,       -7.20819726
          0,           0,         841,      -5.455484135,      -2.832849213,      -2.975393628,    -0.08293898069,      -7.206930828
          0,           0,         842,      -5.458702836,      -2.839559952,       -2.98219172,    -0.08617232204,      -7.205632186
          0,           0,         843,      -5.461912597,       -2.84678235,      -2.989389536,    -0.08937217913,      -7.204310707
          0,           0,         844,      -5.465036441,      -2.854464776,      -2.996955981,    -0.09241512295,      -7.202967254
          0,           0,         845,      -5.468192744,       -2.86244188,      -3.004897694,    -0.09544635609,      -7.201607049
          0,           0,         846,      -5.471338746,      -2.870793707,      -3.013168382,    -0.09846398871,      -7.200232484
          0,           0,         847,      -5.474360888,      -2.879476883,       -3.02181379,     -0.1012971372,      -7.198843693
          0,           0,         848,      -5.477305252,      -2.888435659,      -3.030793016,     -0.1039933112,      -7.197449933
          0,           0,         849,      -5.480126471,      -2.897696418,      -3.040186122,     -0.1064990716,      -7.196040417
          0,           0,         850,      -5.482790748,      -2.907170713,       -3.04994733,     -0.1087489105,      -7.194629913
          0,           0,         851,      -5.485480186,      -2.917013091,      -3.059983662,     -0.1110795611,      -7.193214465
          0,           0,         852,      -5.488092108,      -2.927086757,      -3.070369831,     -0.1133467089,      -7.191797488
          0,           0,         853,      -5.491007587,      -2.936711987,      -3.081230448,     -0.1160508504,      -7.190381241
          0,           0,         854,      -5.493013777,      -2.946115401,      -3.092621866,     -0.1175729698,      -7.188953206
          0,           0,         855,      -5.494932104,      -2.955644066,      -3.104080562,     -0.1189664898,       -7.18751812
          0,           0,         856,      -5.497067538,      -2.965382172,      -3.115899709,     -0.1205286544,      -7.186062101
          0,           0,         857,      -5.499260379,       -2.97529645,      -3.128323154,     -0.1221182245,      -7.184602414
          0,           0,         858,      -5.501276592,      -2.985186377,      -3.141112172,     -0.1234519731,      -7.183150562
          0,           0,         859,      -5.503016779,      -2.995049066,      -3.154057151,     -0.1246734719,       -7.18173013
          0,           0,         860,      -5.504522565,      -3.004720794,      -3.167115612,     -0.1258005292,      -7.180363565
          0,           0,         861,      -5.505814669,      -3.014208844,      -3.180188687,     -0.1268458068,      -7.179024981
          0,           0,         862,      -5.506980625,      -3.023290003,      -3.193252609,     -0.1277879266,      -7.177726152
          0,           0,         863,        -5.5081007,      -3.031886439,      -3.206126237,     -0.1286671351,      -7.176445874
          0,           0,         864,      -5.509028621,      -3.039878581,       -3.21880617,     -0.1294473933,      -7.175203965
          0,           0,         865,      -5.509889203,      -3.047180014,      -3.231168834,     -0.1301981663,      -7.173985166
          0,           0,         866,      -5.510751997,      -3.053698095,      -3.243063104,     -0.1309549757,      -7.172782985
          0,           0,         867,      -5.511880057,      -3.059619099,      -3.254222931,     -0.1321894947,      -7.171602563
          0,           0,         868,      -5.512799609,      -3.064825745,      -3.264414904,     -0.1333952833,      -7.170440125
          0,           0,         869,      -5.513557928,      -3.068920376,      -3.273626791,     -0.1341926468,      -7.169290881
          0,           0,         870,      -5.514302084,       -3.07173157,      -3.281641233,     -0.1349155356,      -7.168159113
          0,           0,         871,      -5.514915295,      -3.073634664,      -3.287846881,     -0.1356407319,      -7.167049669
          0,           0,         872,      -5.515520389,      -3.074641155,      -3.292150962,     -0.1365120829,      -7.165956496
          0,           0,         873,      -5.516096562,      -3.074789077,      -3.294625714,     -0.1375184965,      -7.164887297
          0,           0,         874,      -5.516605691,      -3.073892338,      -3.295334246,     -0.1386352637,      -7.163827239
          0,           0,         875,      -5.517081937,      -3.072096071,      -3.294080664,     -0.1396268175,      -7.162776217
          0,           0,         876,      -5.517640023,      -3.069378791,      -3.290841211,     -0.1406475117,      -7.161738346
          0,           0,         877,      -5.518250267,      -3.065871443,      -3.285688637,     -0.1417361158,      -7.160714009
          0,           0,         878,      -5.518876737,      -3.061734922,      -3.278658252,      -0.142874991,      -7.159713981
          0,           0,         879,      -5.519518759,      -3.057193737,      -3.270115212,     -0.1440767071,      -7.158742539
          0,           0,         880,      -5.519865972,      -3.052131004,      -3.260503855,     -0.1447468881,      -7.157786992
          0,           0,         881,      -5.520343997,      -3.046642827,      -3.249549368,     -0.1458027507,      -7.156844699
          0,           0,         882,       -5.52080199,      -3.040841011,      -3.237846153,      -0.147125565,      -7.155902759
          0,           0,         883,      -5.521648053,      -3.034918553,      -3.225727423,     -0.1486852044,      -7.154965026
          0,           0,         884,      -5.522786411,      -3.028886779,      -3.213367431,     -0.1503655128,      -7.154036772
          0,           0,         885,      -5.523959997,       -3.02277995,      -3.200801357,     -0.1520463519,      -7.153127135
          0,           0,         886,      -5.525059173,      -3.016588157,      -3.188234851,     -0.1536839249,      -7.152237606
          0,           0,         887,      -5.526137023,      -3.010463536,      -3.175708923,     -0.1552874427,      -7.151364398
          0,           0,         888,      -5.527205174,      -3.004319261,      -3.163335167,     -0.1568684284,      -7.150510205
          0,           0,         889,      -5.528352782,      -2.998288397,         -3.151264,     -0.1584936633,      -7.149676961
          0,           0,         890,      -5.529588031,      -2.992388625,      -3.139536885,     -0.1601872703,      -7.148860155
          0,           0,         891,      -5.530876371,      -2.986633778,      -3.128199086,     -0.1618897808,      -7.148055348
          0,           0,         892,      -5.532195309,      -2.981082714,      -3.117294049,     -0.1635454786,      -7.147267946
          0,           0,         893,      -5.533553894,      -2.975724941,      -3.106829153,     -0.1651914869,      -7.146492389
          0,           0,         894,      -5.535000776,      -2.970707722,      -3.096809471,      -0.166894465,      -7.145731961
          0,           0,         895,      -5.536446367,      -2.965942122,      -3.087295296,     -0.1685388305,      -7.144984354
          0,           0,         896,      -5.537924503,      -2.961463722,      -3.078292903,     -0.1701331136,      -7.144248777
          0,           0,         897,      -5.539508425,      -2.957334273,      -3.069790089,     -0.1717540851,      -7.143525754
          0,           0,         898,      -5.540980457,      -2.953534792,      -3.061860021,     -0.1733500083,      -7.142808329
          0,           0,         899,      -5.542775049,      -2.950102088,      -3.054428972,     -0.1751288536,      -7.142100578
          0,           0,         900,      -5.544793509,      -2.946948068,      -3.047594576,     -0.1769770299,      -7.141407928
          0,           0,         901,      -5.546819307,      -2.944151994,      -3.041330889,     -0.1790013654,      -7.140731174
          0,           0,         902,      -5.548750185,      -2.941669402,      -3.035602233,     -0.1809736455,      -7.140065301
          0,           0,         903,       -5.55098189,      -2.939463636,      -3.030400248,     -0.1829853354,      -7.139418138
          0,           0,         904,      -5.553338131,      -2.937551106,      -3.025726045,     -0.1851213667,      -7.138768691
          0,           0,         905,      -5.555703027,       -2.93590003,      -3.021596049,     -0.1873277264,      -7.138141358
          0,           0,         906,      -5.558028724,      -2.934539811,      -3.017970209,     -0.1896656796,      -7.137525179
          0,           0,         907,      -5.560474806,      -2.933470633,      -3.014836209,     -0.1921348161,      -7.136914618
          0,           0,         908,      -5.563218497,      -2.932711464,      -3.012183104,     -0.1947627453,      -7.136336304
          0,           0,         909,      -5.566113815,      -2.932252536,      -3.010018722,     -0.1975075415,      -7.135801456
          0,           0,         910,      -5.569046481,       -2.93210205,      -3.008322121,     -0.2004095392,      -7.135287048
          0,           0,         911,      -5.572016833,      -2.932257661,      -3.007081762,     -0.2034671129,       -7.13479964
          0,           0,         912,      -5.575217041,      -2.932716818,      -3.006299347,     -0.2066764729,      -7.134350383
          0,           0,         913,      -5.578547897,      -2.933470622,      -3.005972672,     -0.2100279406,      -7.133910566
          0,           0,         914,      -5.581981633,      -2.934489011,      -3.006103881,     -0.2135845259,      -7.133495366
          0,           0,         915,      -5.585432602,      -2.935797414,      -3.006671614,     -0.2173825186,      -7.133083794
          0,           0,         916,      -5.589023685,      -2.937367828,      -3.007681416,     -0.2213112578,       -7.13267305
          0,           0,         917,      -5.592811414,      -2.939216537,      -3.009105441,      -0.225436133,      -7.132273943
          0,           0,         918,      -5.596735672,      -2.941351831,      -3.010940833,     -0.2297370858,      -7.131876918
          0,           0,         919,      -5.600757394,      -2.943767467,      -3.013190765,     -0.2342084504,      -7.131479277
          0,           0,         920,       -5.60488424,      -2.946448474,      -3.015850306,       -0.23886097,      -7.131090327
          0,           0,         921,      -5.609076442,      -2.949385114,      -3.018918766,     -0.2436505184,       -7.13069915
          0,           0,         922,      -5.613428802,      -2.952605592,      -3.022385512,     -0.2486115973,      -7.130310285
          0,           0,         923,      -5.617866142,      -2.956091877,      -3.026257356,     -0.2537073626,      -7.129922356
          0,           0,         924,      -5.622286992,      -2.959857508,      -3.030528878,      -0.258964188,      -7.129543889
          0,           0,         925,      -5.626823394,      -2.963893232,      -3.035188668,     -0.2643116324,      -7.129162672
          0,           0,         926,      -5.631402687,      -2.968173673,      -3.040246041,     -0.2697163834,       -7.12878343
          0,           0,         927,      -5.635900808,      -2.972691234,      -3.045696491,     -0.2751260472,      -7.128414786
          0,           0,         928,      -5.640531602,      -2.977467702,      -3.051532134,     -0.2805021763,      -7.128049948
          0,           0,         929,      -5.644987543,      -2.982498115,      -3.057746463,      -0.285872783,      -7.127687486
          0,           0,         930,      -5.649442447,       -2.98777053,      -3.064318999,     -0.2911976517,      -7.127328963
          0,           0,         931,       -5.65386624,       -2.99325411,      -3.071279137,     -0.2964400875,      -7.126978043
          0,           0,         932,      -5.658084229,      -2.998914004,      -3.078639874,     -0.3015955967,      -7.126630737
          0,           0,         933,      -5.662218005,      -3.004739173,      -3.086363152,     -0.3066183881,      -7.126292749
          0,           0,         934,      -5.666156959,      -3.010718987,      -3.094417296,     -0.3113992124,      -7.125969432
          0,           0,         935,      -5.669981059,      -3.016876642,      -3.102789961,     -0.3159519144,      -7.125668643
          0,           0,         936,      -5.673713405,      -3.023191508,      -3.111518302,     -0.3202351529,      -7.125399199
          0,           0,         937,      -5.676878409,      -3.029626002,       -3.12061074,     -0.3241353466,      -7.125149354
          0,           0,         938,      -5.679994963,      -3.036152797,      -3.130055806,     -0.3277659592,      -7.124912888
          0,           0,         939,      -5.682889955,      -3.042767287,      -3.139801075,       -0.33108504,       -7.12468603
          0,           0,         940,      -5.685288516,      -3.049358444,      -3.149863561,     -0.3336916496,      -7.124460875
          0,           0,         941,      -5.687620773,      -3.055924429,      -3.160066196,     -0.3356534595,      -7.124240683
          0,           0,         942,      -5.690018087,      -3.062483737,      -3.170399049,     -0.3372675831,      -7.124034533
          0,           0,         943,      -5.692636324,      -3.069014731,      -3.180888667,     -0.3388236191,      -7.123853576
          0,           0,         944,      -5.695009106,      -3.075631616,      -3.191463597,     -0.3399493918,      -7.123711452
          0,           0,         945,      -5.696119666,      -3.082331422,      -3.202615303,     -0.3411465916,      -7.123569504
          0,           0,         946,       -5.69780345,      -3.088984265,      -3.213702815,     -0.3420141836,      -7.123431252
          0,           0,         947,      -5.699455826,        -3.0955786,      -3.224859242,     -0.3426419443,       -7.12329718
          0,           0,         948,      -5.700765187,      -3.102164564,      -3.236033448,     -0.3430095003,      -7.123166755
          0,           0,         949,      -5.701504884,      -3.108684777,      -3.247337505,     -0.3430998893,      -7.123028986
          0,           0,         950,      -5.702995861,      -3.115069317,      -3.258313963,     -0.3431555671,      -7.122894788
          0,           0,         951,      -5.704096468,      -3.121236365,      -3.269318959,     -0.3429315536,      -7.122761983
          0,           0,         952,      -5.705095643,      -3.127305647,      -3.280007339,     -0.3428646196,        -7.1226271
          0,           0,         953,      -5.706050507,      -3.133085824,       -3.29055792,     -0.3426936054,      -7.122490011
          0,           0,         954,      -5.707335266,      -3.138567434,      -3.300595733,     -0.3424905308,      -7.122359231
          0,           0,         955,      -5.708158505,      -3.143773161,      -3.310221813,     -0.3424232713,      -7.122229408
          0,           0,         956,      -5.709159829,       -3.14808698,      -3.319610597,     -0.3424012541,      -7.122099476
