"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,          31,      -4.450058227,       -2.16314308,       -2.11363843,      0.9245554162,      -7.267157955
          0,           0,          32,      -4.450971968,      -2.160240151,      -2.112473899,      0.9313569167,      -7.271569644
          0,           0,          33,       -4.45177897,      -2.155897462,      -2.110922229,      0.9374500212,       -7.27573779
          0,           0,          34,      -4.452504744,      -2.149987861,      -2.108932754,       0.942859724,      -7.279775661
          0,           0,          35,      -4.453316327,      -2.142549288,      -2.106493633,        0.94757077,      -7.283675349
          0,           0,          36,      -4.454228818,      -2.133577696,       -2.10363417,      0.9514375601,      -7.287485051
          0,           0,          37,      -4.455261558,       -2.12331947,      -2.100410862,      0.9546163871,      -7.291225606
          0,           0,          38,      -4.456341403,      -2.112171013,       -2.09689015,      0.9573065308,      -7.294863707
          0,           0,          39,      -4.457532873,      -2.100349564,      -2.093144023,      0.9595169579,      -7.298326546
          0,           0,          40,      -4.458663279,      -2.088254122,      -2.089253512,      0.9614380772,      -7.301499884
          0,           0,          41,      -4.459533794,      -2.076268807,      -2.085291126,      0.9634174402,      -7.304261124
          0,           0,          42,      -4.460081632,      -2.064589343,      -2.081296122,      0.9654984581,      -7.306489492
          0,           0,          43,       -4.46022283,      -2.053422156,      -2.077321738,      0.9678880136,      -7.308139657
          0,           0,          44,      -4.459684919,      -2.043024008,      -2.073386413,       0.970877955,      -7.309152525
          0,           0,          45,      -4.458581443,      -2.033381023,      -2.069487397,      0.9744022677,      -7.309422627
          0,           0,          46,      -4.456769196,      -2.024464125,      -2.065616509,       0.978608169,       -7.30899475
          0,           0,          47,      -4.454190219,      -2.016442898,      -2.061757783,      0.9835258246,      -7.307897658
          0,           0,          48,      -4.450951956,      -2.009086255,        -2.0578527,      0.9890861392,      -7.306102899
          0,           0,          49,      -4.446985332,      -2.002323828,      -2.053879746,      0.9953048632,      -7.303792219
          0,           0,          50,      -4.442422411,       -1.99620862,      -2.049796711,       1.002084962,      -7.300991104
          0,           0,          51,      -4.437364223,       -1.99045174,      -2.045568126,       1.009269592,       -7.29776736
          0,           0,          52,      -4.431812802,      -1.985005135,      -2.041144442,        1.01686619,      -7.294119154
          0,           0,          53,      -4.425953355,      -1.979848357,      -2.036493226,       1.024636242,      -7.290121732
          0,           0,          54,       -4.41980285,      -1.974664644,      -2.031596741,       1.032608758,      -7.285893929
          0,           0,          55,      -4.413487013,      -1.969554061,      -2.026397682,       1.040607183,      -7.281535879
          0,           0,          56,      -4.407038582,      -1.964415795,      -2.020913818,       1.048594278,      -7.277049077
          0,           0,          57,      -4.400559788,      -1.958979103,      -2.015054061,       1.056491435,      -7.272491089
          0,           0,          58,      -4.394091354,      -1.953585684,      -2.008880497,       1.064234036,      -7.267841487
          0,           0,          59,       -4.38761745,      -1.947803819,      -2.002302221,       1.071860628,      -7.263132215
          0,           0,          60,      -4.381262446,      -1.941972317,      -1.995353655,       1.079247385,      -7.258382671
          0,           0,          61,      -4.374948343,      -1.935940475,      -1.988002458,       1.086485273,      -7.253635918
          0,           0,          62,      -4.368748291,      -1.929734361,      -1.980250168,       1.093498511,      -7.248906332
          0,           0,          63,      -4.362627997,      -1.923547523,      -1.972108015,         1.1003346,      -7.244184396
          0,           0,          64,      -4.356580889,      -1.917174869,      -1.963570933,       1.107015658,      -7.239462957
          0,           0,          65,      -4.350619298,      -1.910974078,      -1.954667097,       1.113529558,      -7.234742988
          0,           0,          66,      -4.344726229,      -1.904699367,      -1.945416286,       1.119913473,       -7.23002578
          0,           0,          67,      -4.338897622,      -1.898622962,      -1.935862699,       1.126168385,      -7.225289663
          0,           0,          68,      -4.333098034,      -1.892643398,      -1.926047082,       1.132338009,      -7.220547444
          0,           0,          69,      -4.327360921,       -1.88681847,      -1.916040393,       1.138403546,      -7.215785781
          0,           0,          70,      -4.321631476,      -1.881223028,      -1.905911103,       1.144403968,      -7.210979466
          0,           0,          71,      -4.315902857,      -1.875786084,      -1.895717705,        1.15036551,      -7.206124559
          0,           0,          72,      -4.310203528,      -1.870663063,      -1.885544158,       1.156263847,       -7.20117739
          0,           0,          73,      -4.304477954,      -1.865723993,      -1.875472081,        1.16215092,      -7.196186352
          0,           0,          74,      -4.298740918,      -1.861139192,      -1.865554232,       1.168015932,      -7.191057372
          0,           0,          75,      -4.292989098,      -1.856833265,      -1.855878361,       1.173848789,      -7.185866995
          0,           0,          76,      -4.287181069,      -1.852883418,      -1.846504547,       1.179703654,       -7.18059489
          0,           0,          77,       -4.28134609,      -1.849297154,      -1.837486674,       1.185540575,      -7.175209245
          0,           0,          78,      -4.275474121,      -1.846114212,      -1.828875122,       1.191371688,      -7.169785072
          0,           0,          79,      -4.269540483,      -1.843401431,      -1.820709693,       1.197224545,      -7.164272238
          0,           0,          80,      -4.263626629,       -1.84116142,      -1.813007711,       1.203011719,      -7.158728994
          0,           0,          81,      -4.257630564,      -1.839425234,       -1.80580083,       1.208838862,       -7.15313348
          0,           0,          82,      -4.251682841,      -1.838243362,      -1.799082185,       1.214584501,      -7.147555308
          0,           0,          83,      -4.245694098,      -1.837510281,      -1.792855517,       1.220325572,      -7.142002054
          0,           0,          84,      -4.239723844,      -1.837318634,       -1.78710441,       1.226023204,      -7.136401652
          0,           0,          85,      -4.233804874,      -1.837474273,      -1.781801508,       1.231644291,      -7.130833652
          0,           0,          86,      -4.227862253,      -1.837990515,      -1.776904311,        1.23726295,      -7.125357292
          0,           0,          87,      -4.222047142,      -1.838701791,      -1.772357786,       1.242751542,      -7.119895422
          0,           0,          88,      -4.216212972,      -1.839355605,      -1.768151856,       1.248249461,      -7.114537672
          0,           0,          89,      -4.210515782,      -1.839938528,      -1.764134155,       1.253617166,      -7.109289179
          0,           0,          90,      -4.204862633,      -1.840058615,      -1.760377852,       1.258958616,      -7.104072574
          0,           0,          91,      -4.199298779,       -1.83968053,      -1.756645773,        1.26422294,      -7.098900839
          0,           0,          92,      -4.193836336,      -1.838580151,      -1.753079577,       1.269419564,      -7.093763039
          0,           0,          93,      -4.188437684,      -1.836495461,      -1.749417943,       1.274573069,      -7.088632775
          0,           0,          94,      -4.183154223,      -1.833647061,      -1.745827273,       1.279645724,      -7.083505649
          0,           0,          95,      -4.177943585,      -1.829621134,      -1.742085093,       1.284672972,      -7.078413854
          0,           0,          96,      -4.172797715,      -1.824935584,      -1.738357708,       1.289665445,       -7.07331012
          0,           0,          97,      -4.167793177,      -1.819323814,      -1.734483409,        1.29454549,      -7.068238509
          0,           0,          98,      -4.162770929,      -1.813161248,      -1.730606981,       1.299464013,      -7.063175934
          0,           0,          99,      -4.157943143,      -1.806497962,      -1.726622209,       1.304211402,      -7.058178725
          0,           0,         100,      -4.153060266,      -1.799549711,      -1.722663285,       1.309028046,      -7.053254047
          0,           0,         101,      -4.148385692,      -1.792502945,      -1.718664853,       1.313653306,      -7.048404441
          0,           0,         102,      -4.143730613,      -1.785480369,      -1.714737162,       1.318272138,       -7.04367171
          0,           0,         103,      -4.139191202,      -1.778628862,      -1.710840011,       1.322788982,      -7.039040324
          0,           0,         104,      -4.134786533,       -1.77205452,       -1.70706372,       1.327188555,      -7.034632007
          0,           0,         105,      -4.130451899,      -1.765800126,       -1.70338283,       1.331534952,      -7.030392417
          0,           0,         106,         -4.126343,      -1.759982883,      -1.699874668,       1.335674242,      -7.026414878
          0,           0,         107,      -4.122302815,      -1.754606327,      -1.696534395,       1.339765714,       -7.02271141
          0,           0,         108,      -4.118557377,      -1.749786748,      -1.693425025,       1.343586187,       -7.01935054
          0,           0,         109,      -4.114931016,      -1.745501324,      -1.690561401,       1.347314065,       -7.01633289
          0,           0,         110,      -4.111612196,      -1.741859493,      -1.688010595,       1.350760364,      -7.013688716
          0,           0,         111,      -4.108485066,      -1.738845821,      -1.685789493,       1.354052168,      -7.011488602
          0,           0,         112,      -4.105667703,      -1.736525701,      -1.683987522,       1.357059576,      -7.009691243
          0,           0,         113,      -4.103098115,      -1.734890674,      -1.682613145,       1.359860474,      -7.008352313
          0,           0,         114,      -4.100840886,      -1.733970928,      -1.681772505,       1.362375174,      -7.007404006
          0,           0,         115,      -4.098856241,       -1.73371886,      -1.681454965,       1.364658927,      -7.006935308
          0,           0,         116,      -4.097166392,      -1.734138811,      -1.681771158,       1.366670889,      -7.006795709
          0,           0,         117,      -4.095743099,      -1.735114823,      -1.682674454,       1.368451697,       -7.00702861
          0,           0,         118,      -4.094573518,      -1.736608755,      -1.684255534,       1.369993482,      -7.007485979
          0,           0,         119,      -4.093621275,      -1.738423763,      -1.686415678,       1.371340956,      -7.008142839
          0,           0,         120,      -4.092863139,      -1.740462774,      -1.689188331,       1.372499129,      -7.008851367
          0,           0,         121,      -4.092240564,       -1.74246286,      -1.692400123,       1.373517898,      -7.009503437
          0,           0,         122,      -4.091733485,      -1.744253118,      -1.695994283,       1.374405913,      -7.009975938
          0,           0,         123,      -4.091280407,      -1.745530001,      -1.699686889,       1.375212349,      -7.010074882
          0,           0,         124,      -4.090868455,      -1.746102397,      -1.703335667,       1.375942182,      -7.009792284
          0,           0,         125,      -4.090442428,      -1.745678248,      -1.706531488,       1.376626727,      -7.008895675
          0,           0,         126,      -4.089996038,      -1.744107249,      -1.709005406,       1.377275528,      -7.007387379
          0,           0,         127,      -4.089516275,       -1.74120068,      -1.710310904,       1.377875357,      -7.005148661
          0,           0,         128,      -4.088957862,      -1.736949086,      -1.710189334,       1.378480003,      -7.002302259
          0,           0,         129,      -4.088364497,      -1.731330042,      -1.708322907,        1.37902992,      -6.998745241
          0,           0,         130,      -4.087709802,      -1.724476057,       -1.70455606,       1.379563105,      -6.994644294
          0,           0,         131,      -4.087050854,      -1.716522293,        -1.6988263,       1.380019514,      -6.990032601
          0,           0,         132,      -4.086333603,       -1.70770535,      -1.691253093,       1.380467633,      -6.985084338
          0,           0,         133,      -4.085689911,       -1.69830949,      -1.682124558,       1.380794859,      -6.979949171
          0,           0,         134,      -4.085105589,      -1.688564524,      -1.671865399,       1.381023854,      -6.974740859
          0,           0,         135,      -4.084497297,      -1.678801597,      -1.661004235,        1.38124812,      -6.969674951
          0,           0,         136,      -4.084017844,      -1.669225439,      -1.649941102,       1.381350238,      -6.964760415
          0,           0,         137,      -4.083353231,      -1.660232415,      -1.639213928,       1.381651374,      -6.960158817
          0,           0,         138,      -4.082761571,      -1.652012477,      -1.629176052,       1.381905051,      -6.955999224
          0,           0,         139,      -4.082568963,       -1.64466258,       -1.62018282,       1.381795773,       -6.95242473
          0,           0,         140,      -4.082789035,      -1.638342175,      -1.612557643,       1.381314261,      -6.949539083
          0,           0,         141,      -4.083506673,      -1.633236466,      -1.606583669,       1.380380931,      -6.947477214
          0,           0,         142,      -4.084845844,       -1.62949233,      -1.602578115,       1.378870745,       -6.94635968
          0,           0,         143,      -4.086775514,      -1.627192985,      -1.600520423,       1.376808457,      -6.946226854
          0,           0,         144,        -4.0894005,      -1.626423612,      -1.600561793,       1.374085417,       -6.94706566
          0,           0,         145,      -4.092712316,      -1.627321806,        -1.6029033,       1.370707332,      -6.949083358
          0,           0,         146,      -4.096868406,      -1.629942619,      -1.607640215,       1.366507244,      -6.952307642
          0,           0,         147,      -4.101972755,      -1.634311647,       -1.61479736,        1.36137105,        -6.9568299
          0,           0,         148,      -4.108070651,      -1.640495321,      -1.624438491,       1.355246239,      -6.962691619
          0,           0,         149,      -4.115318219,      -1.648495599,      -1.636507628,       1.347969113,      -6.969958596
          0,           0,         150,      -4.123650037,       -1.65828727,      -1.650967944,       1.339611819,       -6.97854602
          0,           0,         151,      -4.133224812,      -1.669887782,      -1.667739847,       1.330016892,       -6.98843367
          0,           0,         152,      -4.143842751,      -1.684104776,       -1.68746294,       1.319376099,      -6.999888793
          0,           0,         153,      -4.155926457,      -1.699799518,      -1.708855535,       1.307281957,      -7.012585717
          0,           0,         154,      -4.169228597,      -1.717246269,      -1.732018878,       1.293990335,      -7.026407058
          0,           0,         155,      -4.183717915,      -1.736791124,      -1.756833688,       1.279541059,      -7.041282054
          0,           0,         156,      -4.199361352,      -1.758008355,      -1.782536786,       1.263983525,      -7.057136851
          0,           0,         157,      -4.216040877,      -1.780742357,      -1.808497244,       1.247460466,      -7.073735002
          0,           0,         158,      -4.233730781,      -1.804646909,      -1.833593867,       1.230006904,      -7.090840256
          0,           0,         159,      -4.252400095,      -1.829530645,      -1.856950244,       1.211673629,      -7.107980542
          0,           0,         160,      -4.271819414,      -1.854665598,      -1.877427086,       1.192708841,      -7.124590243
          0,           0,         161,      -4.291636676,      -1.879792276,       -1.89464665,       1.173476198,      -7.140043653
          0,           0,         162,      -4.312049217,      -1.904194474,      -1.908418691,       1.153779331,      -7.153794575
          0,           0,         163,      -4.332346929,      -1.927544874,      -1.919055704,       1.134327161,      -7.165259001
          0,           0,         164,      -4.352364308,      -1.949442921,      -1.927353232,       1.115269077,      -7.173983806
          0,           0,         165,       -4.37185053,      -1.969126126,      -1.934052991,       1.096813014,      -7.179601187
          0,           0,         166,      -4.389983112,      -1.986520539,      -1.940385935,       1.079776991,      -7.182231136
          0,           0,         167,       -4.40645135,      -2.001588189,      -1.947149269,       1.064404126,      -7.182044103
          0,           0,         168,      -4.420944644,      -2.014321085,      -1.955281718,       1.050957511,      -7.179415446
          0,           0,         169,       -4.43304164,      -2.025025704,      -1.965495747,       1.039803559,      -7.174795044
          0,           0,         170,      -4.442493975,      -2.033971348,      -1.978310966,       1.031146811,      -7.168665416
          0,           0,         171,      -4.449232746,      -2.041468793,      -1.994092451,       1.025020438,      -7.161527281
          0,           0,         172,      -4.453277676,      -2.047769198,      -2.013146161,       1.021398613,      -7.153797164
          0,           0,         173,      -4.454912896,      -2.053080767,      -2.035576292,       1.020007875,      -7.145888223
          0,           0,         174,      -4.454590351,      -2.057536435,      -2.061297548,       1.020426345,      -7.138145621
          0,           0,         175,      -4.452791999,       -2.06114041,      -2.090040518,       1.022210062,      -7.130887366
          0,           0,         176,      -4.450053933,      -2.063847886,      -2.121147655,       1.024855654,      -7.124205824
          0,           0,         177,      -4.446887266,      -2.065513596,      -2.153548922,       1.027879594,      -7.118374722
          0,           0,         178,      -4.443777284,      -2.065984989,      -2.185475801,       1.030816671,      -7.113410418
          0,           0,         179,      -4.441112534,      -2.065140037,      -2.214574331,        1.03329519,      -7.109378056
          0,           0,         180,      -4.439269319,      -2.062890045,      -2.237968536,       1.034952782,      -7.106276901
          0,           0,         181,      -4.438509852,      -2.059319902,      -2.252921981,       1.035532186,       -7.10412428
          0,           0,         182,      -4.439031037,      -2.054480802,      -2.257846315,       1.034837565,      -7.102858807
          0,           0,         183,       -4.44098206,      -2.048501364,      -2.252801645,       1.032716886,       -7.10246899
          0,           0,         184,      -4.444304225,      -2.041610546,      -2.239724059,       1.029238905,      -7.102819684
          0,           0,         185,      -4.448940175,      -2.034091617,      -2.221192296,       1.024467346,      -7.103655192
          0,           0,         186,      -4.454854179,      -2.026267624,      -2.199922291,       1.018440699,       -7.10504566
          0,           0,         187,      -4.461984142,      -2.018391192,      -2.177744443,       1.011230231,      -7.106782106
          0,           0,         188,      -4.470152912,      -2.010715381,      -2.156114373,       1.003029072,      -7.108697172
          0,           0,         189,      -4.479259342,      -2.003437315,      -2.135745109,      0.9939449961,      -7.110654586
          0,           0,         190,      -4.489073401,      -1.996706668,      -2.117096683,      0.9842382835,      -7.112508746
          0,           0,         191,      -4.499412851,      -1.990663386,      -2.100272551,       0.974099939,      -7.114275357
          0,           0,         192,      -4.510060415,      -1.985334394,      -2.085375211,       0.963767801,      -7.115840712
          0,           0,         193,      -4.520785614,      -1.980793814,      -2.072280571,      0.9534875345,      -7.117077651
          0,           0,         194,      -4.531403485,      -1.976921509,      -2.060881387,      0.9434615332,      -7.118006826
          0,           0,         195,      -4.541660188,       -1.97367345,       -2.05099505,       0.933957712,      -7.118566392
          0,           0,         196,      -4.551395546,      -1.970970647,      -2.042411173,      0.9251260794,      -7.118663069
          0,           0,         197,      -4.560447118,      -1.968804081,       -2.03493885,      0.9171311277,       -7.11829685
          0,           0,         198,      -4.568591464,       -1.96694025,       -2.02842721,      0.9101941383,      -7.117497489
          0,           0,         199,      -4.575771389,      -1.965119726,      -2.022701096,      0.9043675287,      -7.116225327
          0,           0,         200,      -4.581741393,      -1.963204748,      -2.017723789,      0.8998727698,      -7.114515394
          0,           0,         201,      -4.586467837,      -1.961069954,       -2.01326727,      0.8967141747,      -7.112461554
          0,           0,         202,      -4.589881683,      -1.958589725,      -2.009247996,      0.8949229567,      -7.110051341
          0,           0,         203,       -4.59192628,      -1.955644245,      -2.005618694,      0.8945291802,      -7.107236975
          0,           0,         204,      -4.592671317,      -1.952142735,      -2.002270235,      0.8954305037,      -7.104110428
          0,           0,         205,      -4.592060345,      -1.948021419,      -1.999239992,      0.8976484077,      -7.100737395
          0,           0,         206,      -4.590243774,      -1.943273833,       -1.99640402,      0.9010050977,        -7.0971987
          0,           0,         207,       -4.58730215,      -1.937883455,      -1.993742147,      0.9053898554,      -7.093498796
          0,           0,         208,      -4.583410409,      -1.931957195,      -1.991204056,      0.9106012295,      -7.089763172
          0,           0,         209,      -4.578744987,      -1.925534722,      -1.988714622,      0.9164485277,      -7.086045464
          0,           0,         210,      -4.573577369,      -1.918793151,      -1.986211078,      0.9226588612,      -7.082386052
          0,           0,         211,      -4.568310626,      -1.911925126,      -1.983606547,      0.9288494182,      -7.078848804
          0,           0,         212,      -4.563075142,       -1.90503516,      -1.980911698,      0.9348586352,      -7.075538875
          0,           0,         213,      -4.558105524,      -1.898323747,      -1.978140476,      0.9404625105,      -7.072326435
          0,           0,         214,      -4.553504201,      -1.891883647,      -1.975280351,       0.945562564,      -7.069354016
          0,           0,         215,      -4.549413681,      -1.885854413,      -1.972287273,      0.9500228901,      -7.066591598
          0,           0,         216,      -4.545869176,      -1.880292691,      -1.969233966,       0.953813659,      -7.063955037
          0,           0,         217,      -4.543077815,      -1.875442292,      -1.966084966,      0.9567149033,      -7.061554497
          0,           0,         218,      -4.541155807,      -1.871388033,      -1.962921441,      0.9586073292,      -7.059396266
          0,           0,         219,      -4.539985863,      -1.868156067,      -1.959808351,      0.9596063389,      -7.057371151
          0,           0,         220,      -4.539559643,      -1.865798088,      -1.956853539,      0.9597149614,      -7.055632211
          0,           0,         221,        -4.5398416,      -1.864349021,      -1.954134442,      0.9589662822,      -7.054166369
          0,           0,         222,      -4.540841384,      -1.863882302,      -1.951728547,      0.9573444234,      -7.052827762
          0,           0,         223,      -4.542447267,      -1.864433178,      -1.949729634,       0.954948017,      -7.051740893
          0,           0,         224,      -4.544559713,      -1.866006136,      -1.948197854,      0.9518704082,      -7.050860482
          0,           0,         225,      -4.547107096,      -1.868583696,      -1.947221776,      0.9481869119,      -7.050105654
          0,           0,         226,      -4.549893983,      -1.872190299,      -1.946828163,      0.9440836024,      -7.049535399
          0,           0,         227,      -4.552811065,       -1.87673042,      -1.947165486,      0.9396878812,      -7.048928497
          0,           0,         228,      -4.555762734,       -1.88222886,      -1.948235553,      0.9351017603,      -7.048349069
          0,           0,         229,      -4.558600341,      -1.888733856,      -1.950017328,      0.9304922838,      -7.047888618
          0,           0,         230,      -4.561276065,       -1.89611966,      -1.952578832,      0.9259368498,       -7.04744658
          0,           0,         231,      -4.564006508,       -1.90444845,      -1.955816075,      0.9212174065,      -7.046955337
          0,           0,         232,      -4.566424499,      -1.913676065,      -1.959811011,      0.9167509626,      -7.046476397
          0,           0,         233,      -4.568421758,      -1.923748023,      -1.964598791,      0.9126809911,      -7.045915945
          0,           0,         234,      -4.570390535,      -1.934828755,      -1.970207634,      0.9086650386,      -7.045235449
          0,           0,         235,      -4.571954704,      -1.946624582,      -1.976606509,      0.9051131323,      -7.044459489
          0,           0,         236,       -4.57317491,      -1.959115522,      -1.983832953,      0.9019927069,      -7.043516583
          0,           0,         237,      -4.574182016,      -1.972411418,       -1.99184381,      0.8992231828,      -7.042413232
          0,           0,         238,      -4.574840352,      -1.986434606,      -2.000617864,      0.8969661049,      -7.041128375
          0,           0,         239,       -4.57525827,      -2.001221935,      -2.010138969,      0.8951267921,      -7.039709245
          0,           0,         240,      -4.575474392,      -2.016714756,      -2.020433776,      0.8936791832,      -7.038178285
          0,           0,         241,      -4.575458753,      -2.032735581,      -2.031537522,      0.8926846014,      -7.036523722
          0,           0,         242,      -4.575258733,      -2.049340642,      -2.043346631,      0.8921064989,        -7.0348323
          0,           0,         243,      -4.574915417,      -2.066495065,      -2.055852945,      0.8918956678,      -7.033015327
          0,           0,         244,      -4.574494091,      -2.084122917,      -2.069005887,      0.8919842343,      -7.031063119
          0,           0,         245,       -4.57399764,      -2.102201542,      -2.082730303,      0.8923685154,      -7.029074083
          0,           0,         246,      -4.573490876,       -2.12071507,      -2.097027182,      0.8929459457,      -7.027059226
          0,           0,         247,      -4.572964101,      -2.139242548,      -2.111917021,      0.8937210169,      -7.024848336
          0,           0,         248,       -4.57253079,      -2.157485505,      -2.127161327,      0.8945667066,      -7.022578341
          0,           0,         249,      -4.572250947,      -2.175466257,      -2.142570706,      0.8953871762,      -7.020225241
          0,           0,         250,      -4.572160214,      -2.193115287,      -2.157909683,      0.8961176759,       -7.01773299
          0,           0,         251,      -4.572275257,      -2.209649623,       -2.17299106,      0.8967428959,      -7.015049786
          0,           0,         252,      -4.572717665,      -2.224506421,      -2.188534362,      0.8971382706,       -7.01242782
          0,           0,         253,      -4.573340976,      -2.236531219,      -2.203241535,      0.8974726276,      -7.009555675
          0,           0,         254,      -4.574346288,      -2.246390194,      -2.216688112,       0.897371507,      -7.006174252
          0,           0,         255,      -4.575700148,      -2.253586908,      -2.228559339,      0.8969172838,      -7.002518338
          0,           0,         256,      -4.577434775,      -2.257591718,      -2.238464194,      0.8960866692,      -6.998928517
          0,           0,         257,      -4.579540232,      -2.258050223,       -2.24593049,      0.8949036729,      -6.995520447
          0,           0,         258,      -4.581966061,      -2.254937813,       -2.25064923,      0.8934099628,      -6.992311552
          0,           0,         259,      -4.584725737,      -2.248765457,      -2.252441478,      0.8915571984,      -6.989208615
          0,           0,         260,      -4.587830743,      -2.239803304,      -2.251303535,      0.8893377137,      -6.986148942
          0,           0,         261,      -4.591148005,      -2.228619179,      -2.247400044,      0.8868701351,      -6.983072087
          0,           0,         262,      -4.594681644,      -2.215943469,       -2.24103238,      0.8841367938,      -6.979977007
          0,           0,         263,      -4.598396252,      -2.202211317,      -2.232617428,      0.8811647745,      -6.976858846
          0,           0,         264,      -4.602222117,      -2.187876045,       -2.22256674,      0.8780209554,      -6.973772698
          0,           0,         265,      -4.606121609,      -2.173344176,      -2.211318021,      0.8747488556,      -6.970731444
          0,           0,         266,      -4.609897175,      -2.159008484,      -2.199232896,      0.8715328314,       -6.96773441
          0,           0,         267,      -4.613588747,      -2.145116673,      -2.186598069,      0.8683273337,      -6.964834507
          0,           0,         268,      -4.617160821,      -2.131822019,      -2.173775132,      0.8651661493,      -6.962053174
          0,           0,         269,      -4.620588542,      -2.119228779,      -2.161003473,      0.8620676807,      -6.959385426
          0,           0,         270,      -4.623884604,      -2.107450475,      -2.148498453,      0.8590196878,      -6.956841481
          0,           0,         271,      -4.627018837,      -2.096526767,      -2.136406447,      0.8560442652,      -6.954424013
          0,           0,         272,      -4.629960563,      -2.086441248,      -2.124854238,      0.8531691326,      -6.952164952
          0,           0,         273,      -4.632837628,       -2.07717695,      -2.113972361,      0.8502715637,      -6.950084033
          0,           0,         274,       -4.63563217,      -2.068770292,      -2.103823806,      0.8473641334,      -6.948162604
          0,           0,         275,      -4.638387402,      -2.061263522,      -2.094430751,      0.8444307576,      -6.946404824
          0,           0,         276,      -4.641098166,      -2.054546753,      -2.085787585,      0.8414745412,      -6.944819292
          0,           0,         277,      -4.643842011,      -2.048618971,       -2.07790405,       0.838421264,      -6.943388246
          0,           0,         278,      -4.646812784,       -2.04340426,      -2.070747612,      0.8350834235,      -6.942128319
          0,           0,         279,      -4.649958083,      -2.039004918,      -2.064353168,      0.8315118762,      -6.941080056
          0,           0,         280,      -4.653402253,      -2.035381771,      -2.058683688,       0.827586841,       -6.94019989
          0,           0,         281,      -4.657250898,      -2.032441817,      -2.053748472,      0.8232155658,      -6.939500927
          0,           0,         282,      -4.661526933,      -2.030170254,      -2.049584444,      0.8183792687,      -6.938955908
          0,           0,         283,      -4.666165618,      -2.028551593,      -2.046240649,      0.8131420073,      -6.938582124
          0,           0,         284,      -4.671129995,      -2.027519496,      -2.043684796,      0.8075386685,      -6.938363238
